0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
-113.59882354736328,121.57067108154297,-19.162261962890625,42.36394119262695,-6.3622660636901855,18.621931076049805,-13.69973373413086,15.339802742004395,-12.274304389953613,10.970945358276367,-8.326061248779297,8.802087783813477,-3.6699411869049072,0.3622428774833679,0.3678170144557953,0.4398343563079834,0.24469175934791565,0.24786195158958435,0.33561640977859497,0.3646187484264374,0.4356837272644043,0.2959856390953064,0.31508031487464905,0.4070083498954773,0.38510069251060486,15.986115582904988,15.098203280233077,18.45414937398574,18.36224256380132,18.91743082487246,17.18981618296861,39.655065886134096,0.026547703827365175,0.01822476789143769,0.004864671315827372,-0.016634640804645644,0.00977707710423577,-0.0042131206896573415,0.08304482066898686,1784.1226412753101,2002.4124072733878,3805.7230301080335
-207.52383422851562,123.98513793945312,8.94701862335205,35.867149353027344,2.909594774246216,21.519472122192383,-8.556512832641602,23.370676040649414,-10.103608131408691,11.899242401123047,-5.558824062347412,5.377876281738281,-2.2344918251037598,0.46004024147987366,0.3501824736595154,0.3208068311214447,0.2114715874195099,0.2007884383201599,0.33079418540000916,0.39737874269485474,0.560355007648468,0.3841792643070221,0.2553257942199707,0.28477612137794495,0.33409368991851807,15.984938219468534,17.059629950728368,19.133786481283217,19.188013073537594,18.326915370064803,17.505238912530242,37.50887830714264,0.03559995400259809,0.08444512365732543,0.04146356053782898,0.007970332452553127,0.02062848127258657,-0.013831145775108935,0.05603980870552978,1530.261766989378,2038.9876082704006,3550.7136156830047
-90.75716400146484,140.4408721923828,-29.08454704284668,31.68669319152832,-13.976547241210938,25.753751754760742,-13.664990425109863,11.634442329406738,-11.778322219848633,9.71475601196289,-13.125313758850098,5.7912468910217285,-8.901968002319336,0.272900253534317,0.1959526538848877,0.3151654303073883,0.4079861640930176,0.5468201637268066,0.32169872522354126,0.3046569526195526,0.2884035110473633,0.3341522514820099,0.4018186926841736,0.3843894898891449,0.5885082483291626,26.345502763614213,14.1918816655083,17.701924091363754,19.419605086040423,20.342664693920085,18.31105908724081,39.02640651663989,0.12009990655210945,-0.06507467102781389,0.06609287332780854,0.043725711529050186,0.00016981461153169048,-0.019679657994983436,0.07629120746326373,1552.8324814348227,1747.7540868495228,3042.4101154654873
-199.57513427734375,150.0861053466797,5.6634039878845215,26.85527801513672,1.770071268081665,14.232646942138672,-4.827845096588135,9.286852836608887,-0.7561201453208923,8.134434700012207,-3.200026035308838,6.078081130981445,-2.478445053100586,0.34137162566185,0.4086236357688904,0.524319052696228,0.5470128655433655,0.6570749878883362,0.5115236043930054,0.3555535674095154,0.25161316990852356,0.246270552277565,0.3151112198829651,0.31657925248146057,0.3831988573074341,29.784038278808787,14.76604254261303,17.23854978173165,18.63406550972676,18.490612995800266,16.787122916734297,34.264915724272285,0.10202878159730457,-0.06180685048350544,0.08682204182248926,0.07473692404536984,-0.005000890293830339,-0.036802736441954136,0.03330886262567672,1070.1534175250663,1596.4225644535757,2184.8790286035382
-160.3541717529297,126.20948028564453,-35.58139419555664,22.13925552368164,-32.473548889160156,10.850702285766602,-23.35007095336914,0.4932491183280945,-11.796538352966309,1.2035192251205444,-13.084959030151367,-2.810499429702759,-6.9344706535339355,0.19260479509830475,0.3172665536403656,0.3920220732688904,0.2558269798755646,0.19266349077224731,0.5302209854125977,0.2537793815135956,0.13912144303321838,0.2764243185520172,0.3243265450000763,0.5551238059997559,0.27293071150779724,17.055249292784442,15.693600776805484,19.132496461845886,20.522276096213048,20.784787543291493,19.71064005586685,37.318275969997835,-0.005247705736067512,0.0606726537578052,-0.1585777049462116,-0.010759201446045967,0.01716966720606984,-0.02894390197485189,0.10146053871809745,1835.1285127725687,1748.4107584538044,3579.9574708164155
-177.80174255371094,118.20316314697266,-17.570629119873047,30.760927200317383,-21.7425537109375,11.919262886047363,-20.734298706054688,3.185288190841675,-8.580818176269531,-0.9328851103782654,-11.772245407104492,-2.4087636470794678,-9.348445892333984,0.23832263052463531,0.3002373278141022,0.6171865463256836,0.23574116826057434,0.1239870935678482,0.24376831948757172,0.27965155243873596,0.41129270195961,0.24398581683635712,0.2855333983898163,0.28433674573898315,0.36621904373168945,17.470207038238584,19.56125479512844,21.289941922365124,21.344465999304166,20.78043860083157,19.40411528307254,37.94788487390753,0.11118024764083259,0.0829287096311476,0.028733433767712348,-0.14639804604494253,-0.007358792788584934,-0.03830390733788082,0.09404153373936582,1832.0115969728529,1729.5808044661662,3481.4676306917054
-190.0688018798828,130.27023315429688,-36.36211395263672,33.03621292114258,11.093892097473145,-0.5918818712234497,-20.89026641845703,0.2784424126148224,-6.496385097503662,-5.512735366821289,-7.8474040031433105,-3.124300718307495,-6.602821350097656,0.425513356924057,0.22324331104755402,0.1313476264476776,0.1525973677635193,0.24195808172225952,0.49116945266723633,0.24550846219062805,0.16911277174949646,0.2883557677268982,0.4618445336818695,0.3592756986618042,0.307186096906662,24.755079947983496,21.066654198200172,22.205534237075828,21.25944816136903,21.652819321556088,20.14428616114598,32.86422789622399,-0.03935048573414337,0.1015756417698875,-0.12523497651530652,0.0868049985577898,-0.044339967978416,0.003843200821137763,0.07305223740815932,1459.4696908114731,1389.068445556609,2795.910729498985
-179.37229919433594,136.44833374023438,-26.662588119506836,39.965450286865234,5.31089448928833,10.919133186340332,-20.559534072875977,8.5033597946167,-11.349763870239258,-3.470554828643799,-8.415842056274414,-6.957211017608643,-3.5460426807403564,0.2593570053577423,0.26412147283554077,0.3253580927848816,0.21773897111415863,0.215277299284935,0.2957618236541748,0.19005171954631805,0.18074940145015717,0.26434093713760376,0.39047348499298096,0.6486374735832214,0.43659108877182007,20.203992591647996,20.094493223158633,20.707093884720244,19.630546752093863,20.709945310604542,19.603038090729164,36.09972121364525,0.010172217665481221,0.03769169313739627,-0.12940826478118206,-0.012093907650719223,0.03051111613798887,-0.003206025436844667,0.061442246108855375,1451.8594137957502,1577.567115762827,2955.3197165929523
-121.3897933959961,122.49832916259766,-14.734728813171387,46.122135162353516,-8.179258346557617,20.172466278076172,-19.171894073486328,23.036836624145508,-11.83272933959961,21.15465545654297,-6.722797393798828,6.989505767822266,-12.730548858642578,0.3196752071380615,0.304487019777298,0.3666154444217682,0.4221328794956207,0.5238111615180969,0.451119065284729,0.49344274401664734,0.35275280475616455,0.38013842701911926,0.46170589327812195,0.36635950207710266,0.46471479535102844,29.493067993031072,15.135638488596094,17.01936189989054,17.030466570492997,19.69611163340325,17.624290925668074,40.60499045883298,0.08566809226842693,-0.007650397153778143,0.025880481745278343,0.07042347063070585,-0.012808171430646394,-0.01904632696253085,0.06402488761600927,1719.4633657271252,2031.8293659117528,3782.441190998405
-213.2642364501953,115.16475677490234,-11.698169708251953,39.015357971191406,-20.348329544067383,13.082701683044434,-9.182700157165527,9.017151832580566,-14.1043119430542,4.271254062652588,-6.050780296325684,3.7858355045318604,0.22263547778129578,0.2482471615076065,0.2731545567512512,0.48851239681243896,0.26800498366355896,0.17971846461296082,0.26772525906562805,0.22258570790290833,0.41535112261772156,0.2726886570453644,0.18117545545101166,0.2299007922410965,0.24054768681526184,14.334424623877076,17.63670377718521,21.930637202724167,20.23588947831593,18.562802505723557,18.905217878458068,36.4906632629116,0.07890590162044563,0.09116606031290511,0.01837103204169258,-0.01698813147407858,-0.006768630271339383,-0.05265622290444818,0.07917482356921887,1817.2305900912734,1973.7920387617448,3943.8319655416185
